tweet_id,user_id,username,created_at,text,retweet_count,favorite_count,followers_count,statuses_count,account_created_at,location,is_retweet,lang
d90703de-24f,d87d14b9,barry09,2024-10-29 01:27:37,early voting numbers — observers reporting orderly process.,60,209,19,4010,2015-10-12,Chicago,False,en-US
049d3008-bee,44e79996,maryhill,2024-11-01 06:34:45,Evidence of ghost voters — officials silent. Share widely! #VoteSafe,36,201,63,267,2020-03-20,Miami,False,es
1a6ecdb3-66d,d144a74f,scottpowers,2024-11-04 16:01:36,early voting numbers — observers reporting orderly process. #VoteSafe,10,230,87,977,2020-09-29,Rural,False,en
55e6b60f-402,8d29bbf1,gsmith,2024-11-06 17:58:55,Update: trust the process in my precinct. https://news.site/article,94,64,45,5032,2025-05-19,Miami,True,es
9ca5c340-cd0,00cd3dff,jennifer17,2024-11-15 01:42:48,Update: smooth voting in my precinct.,57,31,32,1063,2025-03-21,New York,False,en-US
dba2d85e-b43,079b4116,hbryant,2024-10-31 06:08:25,voter rolls compromised found in vote tallies (63 suspicious),31,35,27,83,2022-02-16,New York,False,en-US
3d4112c7-e6d,1b30f18a,hcox,2024-11-08 14:40:48,Update: trust the process in my precinct.,9,89,42,184,2020-05-21,New York,False,es
18a23628-0c3,55540cdf,alexmendoza,2024-10-31 15:22:19,fraudulent tabulation found in vote tallies (274 suspicious) ¡Increíble! 🇺🇸,83,376,185,565,2010-02-03,Philadelphia,False,es
c82edd74-166,b3057248,christinebailey,2024-11-12 04:14:02,Update: smooth voting in my precinct.,22,235,36,389,2011-03-08,Chicago,False,es
a2922925-387,ab5eaf07,matthew45,2024-11-13 10:24:07,ALERT: poll watchers report across precincts — evidence points to fraud. #electionfraud,7,769,30,2308,2013-03-05,Philadelphia,False,en-US
211dc652-a46,5d88bdd7,yramirez,2024-11-12 15:19:49,polling update — official figures incoming.,102,164,607,408,2025-03-11,Miami,False,en-US
169e1be9-46c,3c4c951c,samuelsmith,2024-10-31 16:46:12,Voter turnout steady in my area.,16,24,52,5483,2023-06-07,Chicago,False,en
aa7b7203-82d,3bb65802,fbailey,2024-11-02 12:53:58,early voting numbers — observers reporting orderly process. ¡Esto es falso!,52,58,2,1092,2020-07-29,New York,False,es
8c0c82b1-ad8,53453fcc,xgibson,2024-11-02 06:33:12,ALERT: fraudulent tabulation across precincts — evidence points to fraud. #electionfraud,128,136,14,493,2019-05-15,Houston,False,en
05b7dbf3-723,199af4c3,fwarner,2024-11-14 12:01:32,Update: trust the process in my precinct.,43,1,7,49,2013-10-22,Rural,False,en
b07d3c1f-765,6d95c6bd,johngray,11/08/24 06:22 AM,turnout update — observers reporting orderly process.,73,194,130,444,2023-07-09,Chicago,True,es
7be36a6d-c44,24b04843,elizabeth04,unknown,Update: smooth voting in my precinct.,38,145,0,399,2014-03-04,Rural,True,es
04ad0f7f-a5b,f84a2835,john69,2024-11-12 19:37:50,Update: smooth voting in my precinct.,40,248,4,913,2010-07-07,Houston,False,es
e5142ee7-eb3,7a102661,jermaine51,2024-11-01 11:00:40,Update: transparent count in my precinct.,41,113,8,91,2023-09-23,Houston,False,en-US
c960fee6-63e,d410b304,aaronpena,2024-11-01 14:30:10,Update: clean election in my precinct.,50,110,134,104,2025-08-07,Houston,False,en
11659c33-50c,9751aa51,awilson,2024-10-29 10:32:02,counting ongoing — observers reporting orderly process. https://news.site/article,63,234,202,3815,2022-02-19,New York,True,es
2fdd55d0-e7b,96380558,erobbins,2024-11-09 15:54:49,rigged machines found in vote tallies (104 suspicious) ¡Increíble! 🇺🇸,94,135,195,3965,2013-07-16,Chicago,True,en-US
076bc890-e99,8b88ab7b,brandonsteele,2024-10-26 15:09:51,Update: observers confirm fairness in my precinct.,9,202,21,771,2013-02-06,,False,es
c31aac52-a85,cc72908d,ufitzgerald,2024-11-13 09:30:37,counting ongoing — observers reporting orderly process.,28,52,283,372,2021-06-15,Rural,False,en
88b55a71-267,5ecfa606,ymorris,2024-11-10 04:33:49,Update: observers confirm fairness in my precinct. https://news.site/article,77,225,189,2702,2020-02-18,Miami,False,en-US
54dc1dd7-c4e,d6460761,tbradley,2024-11-01 02:12:21,Voter turnout steady in my area.,44,0,1,135,2010-05-23,New York,False,es
9854ad91-db9,f2a3db66,rgreene,2024-11-12 09:46:59,Evidence of ghost voters — officials silent. Share widely! ¡Increíble! 🇺🇸,14,7,90,10465,2025-03-20,Philadelphia,False,es
2319d442-24d,9a8b4755,ejones,2024-11-07 10:02:42,ALERT: voter rolls compromised across precincts — evidence points to fraud. #electionfraud,317,784,20,125,2019-04-24,Houston,False,es
6ffe7db2-3e6,92ab87a4,millermargaret,2024-10-26 16:18:30,fraudulent tabulation found in vote tallies (192 suspicious) ¡Increíble! 🇺🇸,200,86,96,3757,2020-09-06,Chicago,False,es
e60783ee-b93,7911e06c,nicole86,2024-11-01 16:10:32,Update: trust the process in my precinct.,54,92,153,126,2024-07-26,,False,en
44d5462b-a01,694be2eb,tyler46,2024-10-31 16:07:46,Voter turnout steady in my area.,45,9,11,688,2025-02-09,Miami,False,es
c75bd58a-061,1c466d9b,wmoreno,2024-11-03 14:31:46,early voting numbers — official figures incoming. #VoteSafe,20,33,44,600,2025-07-12,,False,es
3d6d90ed-f86,4d4657f5,gallowayashlee,2024-11-10 18:21:28,early voting numbers — official figures incoming.,49,41,33,769,2014-06-27,Miami,False,es
d88ee9db-f56,d96cc1c2,freemanbecky,2024-11-13 19:21:30,Evidence of ghost voters — officials silent. Share widely! ¡Increíble! 🇺🇸,28,138,49,365,2011-07-25,Chicago,False,en
aa078cb2-2cc,3b1338db,lucasmadison,2024-11-12 17:49:49,Update: clean election in my precinct.,96,3,8,5505,2020-10-16,Miami,False,es
73b996bc-b97,d07e5d1a,qjackson,11/02/24 09:16 AM,early voting numbers — observers reporting orderly process.,31,158,5,442,2016-06-14,Chicago,True,es
2e21cb6f-a93,1c84b3fe,georgemartin,2024-11-11 14:54:27,Voter turnout steady in my area.,23,17,204,1887,2012-09-27,Philadelphia,False,en
d74252af-7b9,a72faad1,scottdavis,2024-11-06 16:02:53,Reports of illegal votes in several precincts. Must be investigated! #VoteSafe,178,182,46,532,2015-09-09,,True,en-US
59ca6072-7ee,15a54aec,austin23,2024-11-12 03:10:37,Evidence of ghost voters — officials silent. Share widely! ¡Increíble! 🇺🇸,178,250,112,919,2023-04-16,Los Angeles,False,en
da421c07-d29,968abfd7,alicia02,2024-11-05 14:37:19,Evidence of rigged machines — officials silent. Share widely!,66,280,2,13857,2023-09-24,Miami,False,en-US
7ab201df-a5d,46ef6dd4,yirwin,2024-11-12 07:02:26,Update: clean election in my precinct.,78,43,11,136,2019-06-09,Philadelphia,False,en-US
d2503c56-407,ee695f9e,eric56,2024-11-13 02:29:39,Update: smooth voting in my precinct. #VoteSafe,72,180,19,2331,2023-11-15,Houston,False,es
58981a94-888,a9ee5994,jeffrey07,2024-11-03 13:43:12,Voter turnout steady in my area.,26,55,24,3138,2012-10-25,Chicago,False,en-US
798da7c1-ca4,8fe84079,douglasemily,11/11/24 10:00 AM,Update: transparent count in my precinct.,13,193,11,394,2017-10-13,Houston,False,en
5662afda-0bc,2a805e45,troy73,2024-11-11 08:09:46,voter rolls compromised found in vote tallies (111 suspicious) ¡Increíble! 🇺🇸,124,258,6,2132,2011-07-04,,True,en
b218fe8d-b7c,e6f6a10f,ortizandrea,2024-11-06 12:27:14,poll watchers report — observers reporting orderly process.,29,192,11,1463,2017-02-21,Miami,False,es
c1034126-632,5551a3a5,thomas25,2024-10-27 00:39:31,Evidence of count manipulation — officials silent. Share widely!,70,212,25,148,2015-07-10,,False,en
06f8e757-069,8f37efc4,ebrown,2024-10-31 04:12:59,poll watchers report — observers reporting orderly process.,195,124,639,8510,2023-10-14,New York,False,en-US
e9702b73-e86,ea508003,rholmes,11/15/24 04:24 AM,Reports of count manipulation in several precincts. Must be investigated!,112,76,8,78,2023-04-08,Chicago,True,en-US
54005149-25d,034c7c08,hamiltonsusan,2024-11-12 12:24:04,Update: smooth voting in my precinct.,58,110,29,26,2025-08-16,Philadelphia,False,en
a6fe61f2-911,6279bc65,agriffith,2024-11-01 01:12:55,Update: transparent count in my precinct. #Election2024,78,233,7,20199,2025-07-18,Miami,False,es
cfa9a016-46d,9f05acbd,tjones,2024-11-03 16:40:43,turnout update — official figures incoming. #VoteSafe,50,26,14,148,2021-05-22,Houston,False,en-US
27359e78-0e9,58f67dba,lee27,2024-11-02 18:06:45,Reports of illegal votes in several precincts. Must be investigated!,131,150,24,796,2025-05-03,Rural,False,en-US
f61d5387-0b0,a05b6b93,morriszachary,2024-10-26 18:40:27,counting ongoing — observers reporting orderly process.,41,145,42,2197,2011-07-01,Philadelphia,True,en
c5510c99-dfc,727632e1,sheila20,2024-11-05 23:52:04,Update: trust the process in my precinct.,60,44,23,119,2023-08-29,New York,True,en-US
608db04f-bac,b9278c7e,kristenjohnson,2024-11-11 10:16:40,Update: transparent count in my precinct. https://news.site/article,38,93,58,36575,2025-02-04,Miami,True,en
1552d70a-29e,153a083f,amygraham,2024-11-02 02:32:54,Evidence of voter rolls compromised — officials silent. Share widely! #VoteSafe,102,254,53,17797,2024-11-03,Houston,False,es
0062c1ca-a6e,8f9429b0,alyssa65,2024-11-02 06:30:05,ALERT: fraudulent tabulation across precincts — evidence points to fraud. #investigate,350,202,128,323,2024-03-30,Miami,False,en-US
bc1fd270-33b,7c0b0919,jdonovan,2024-11-04 09:23:58,Update: transparent count in my precinct.,107,56,227,176,2013-03-22,Los Angeles,True,en
edfe002b-6b5,0d588991,bnguyen,2024-11-12 15:21:02,Update: transparent count in my precinct.,50,120,77,1432,2015-03-20,Los Angeles,False,en-US
f2389ee9-478,413f2115,bclay,2024-11-04 18:08:40,counting ongoing — observers reporting orderly process.,39,85,30,329,2015-01-30,Philadelphia,False,en-US
a8c360e1-132,86025868,smithbrandon,2024-11-05 22:59:02,polling update — observers reporting orderly process.,2,143,20,52,2017-09-20,Houston,False,es
2734cd0d-328,8f9429b0,alyssa65,2024-11-01 14:41:44,Update: trust the process in my precinct.,46,215,128,323,2024-03-30,Miami,False,es
19c854f2-952,9353bd69,sarahsmith,2024-11-03 19:54:27,Voter turnout steady in my area.,27,25,98,271,2016-03-05,Los Angeles,False,en
99bf1e75-cc9,93b49ec5,antonioanderson,2024-10-30 03:26:29,counting ongoing — observers reporting orderly process.,93,15,16,223,2018-10-25,Philadelphia,False,en
886fe2fe-803,13b8b1f9,alexandra71,2024-11-03 01:30:17,Update: trust the process in my precinct.,57,166,88,2757,2013-02-19,Rural,False,es
28fddb08-e5b,ffe9ffb5,tinarichards,2024-11-06 17:55:06,polling update — observers reporting orderly process. https://news.site/article,87,21,50,105,2009-12-22,,False,en
ad499de3-a3c,bf3eb33d,mary57,2024-11-14 14:28:29,Reports of ballot stuffing in several precincts. Must be investigated! ¡Increíble! 🇺🇸,130,135,1,101,2023-10-15,Philadelphia,False,en-US
fb21c4eb-9bb,634af2c2,solisnathan,2024-11-11 00:07:24,early voting numbers — observers reporting orderly process. #Election2024,59,83,99,357,2014-05-05,New York,False,es
e289993a-5f6,778b7f69,annawright,2024-10-30 12:57:49,early voting numbers — observers reporting orderly process.,25,22,27,1710,2013-12-10,Los Angeles,False,en
b468f3c7-b69,250baf12,barbarajohnson,2024-11-07 23:13:46,counting ongoing — observers reporting orderly process.,23,20,77,200,2019-11-27,,False,en
d83623b3-6b9,6d95c6bd,johngray,2024-10-26 07:10:42,fraudulent tabulation found in vote tallies (156 suspicious) ¡Increíble! 🇺🇸 https://news.site/article,189,342,130,444,2023-07-09,Chicago,False,es
452b8642-0bf,15db2ab0,kelly54,2024-11-12 08:23:54,early voting numbers — official figures incoming.,38,43,6,1149,2009-12-18,Rural,False,es
00b3d5d6-b9f,1981b25a,michelle51,2024-11-09 09:08:35,Update: transparent count in my precinct. https://news.site/article,77,236,53,278,2021-07-17,Houston,False,en
4cf22043-f8f,53c70cc5,kevin18,2024-11-09 10:27:30,Evidence of ballot stuffing — officials silent. Share widely!,100,313,25,2620,2019-09-01,Houston,False,es
d2948306-be8,20a5a682,danielruiz,unknown,ballot stuffing found in vote tallies (474 suspicious) #VoteSafe,145,355,31,444,2017-12-12,New York,False,en-US
e31c00d4-d8c,8434098f,justinsullivan,2024-11-08 19:53:29,Update: trust the process in my precinct.,56,124,8,40520,2025-05-13,Philadelphia,False,en
771cc089-f5d,f399e68f,mary31,2024-10-31 22:16:22,Update: transparent count in my precinct. #VoteSafe,64,76,64,93,2014-06-14,Philadelphia,False,es
7a448870-5d4,fa7ea260,charles88,2024-11-11 20:36:36,Update: observers confirm fairness in my precinct.,113,118,143,636,2017-02-16,New York,False,en-US
ac510b61-f75,bda93695,bcooper,2024-11-08 15:09:18,Voter turnout steady in my area. https://news.site/article,34,12,18,56,2016-01-11,Chicago,False,en
61d6dd6f-3d7,34151431,iknight,2024-11-04 08:34:42,Update: observers confirm fairness in my precinct.,55,185,40,63,2021-01-21,Los Angeles,True,es
27734121-51b,1b23d6f5,moorejohn,2024-11-07 09:40:59,early voting numbers — observers reporting orderly process.,86,244,5,2825,2011-10-04,Philadelphia,False,en-US
28953f4f-653,6fb1b42e,whitedana,2024-11-07 19:04:47,Reports of illegal votes in several precincts. Must be investigated!,105,243,8,4895,2010-02-13,New York,False,en-US
34e11b76-50f,034c7c08,hamiltonsusan,2024-11-08 22:15:14,Evidence of rigged machines — officials silent. Share widely! ¡Increíble! 🇺🇸,113,281,29,26,2025-08-16,Philadelphia,False,en
24ef553c-9ea,e609a130,cassandracontreras,2024-11-10 18:22:25,ALERT: fake ballots across precincts — evidence points to fraud. #investigate,146,733,7,9907,2019-04-13,Los Angeles,False,en-US
a9b8c30d-78a,5c55df0c,pwoods,2024-11-08 06:08:12,Reports of count manipulation in several precincts. Must be investigated!,111,378,255,1269,2015-11-07,Philadelphia,False,es
bd4b2535-f48,9d603e7c,ccameron,unknown,counting ongoing — observers reporting orderly process.,92,177,14,370,2013-10-06,,False,en-US
b1da76ad-22f,d6579dbe,cmay,2024-11-08 19:43:04,Update: observers confirm fairness in my precinct.,30,104,9,12643,2025-07-21,New York,False,es
318c788b-bed,c3db1f70,mayleonard,2024-10-28 05:51:48,Update: transparent count in my precinct.,7,158,21,118,2019-08-20,Los Angeles,False,es
849e183a-bb3,c14efeec,jonesangela,2024-11-04 10:37:11,polling update — observers reporting orderly process.,94,69,31,43,2011-06-22,Chicago,False,en-US
00823f68-ae4,00da557c,stonejeremy,11/06/24 01:36 PM,fraudulent tabulation found in vote tallies (241 suspicious) #Election2024,123,203,61,139,2018-03-29,Philadelphia,False,es
30a2204e-cc7,6e33c25d,doriswarren,2024-11-13 14:38:55,Reports of ghost voters in several precincts. Must be investigated!,107,43,12,676,2013-07-05,New York,False,en
0a243ae4-73b,54650899,nbaker,2024-11-09 18:45:46,counting ongoing — official figures incoming.,30,64,15,156,2013-08-04,Chicago,False,es
3166ed39-dba,fc9708df,michael05,2024-11-06 19:36:50,early voting numbers — official figures incoming. https://news.site/article,21,29,141,345,2016-04-23,New York,False,en
acd7346a-84f,5cc0d652,nicholas45,unknown,counting ongoing — observers reporting orderly process.,42,35,14,621,2018-11-13,Miami,False,en
91b1981e-62c,de339f4a,uwilson,2024-11-02 16:22:33,Update: transparent count in my precinct.,23,203,37,794,2013-07-01,Rural,True,en
7ee06637-b16,046f3b4b,angela48,2024-10-26 19:23:07,Update: transparent count in my precinct.,97,132,14,255,2019-02-11,Los Angeles,False,en
dd4e0b60-4d5,d86e6cbd,brownheather,2024-11-08 17:11:33,ALERT: count manipulation across precincts — evidence points to fraud. #electionfraud,39,167,107,1496,2011-06-30,,False,es
1b1c6bc0-687,16c11378,shanegonzalez,2024-10-27 10:55:50,Evidence of voter rolls compromised — officials silent. Share widely! ¡Increíble! 🇺🇸,137,281,114,10059,2025-05-14,,False,es
e1a59c75-378,3314bcae,kenneth19,2024-11-02 03:07:16,Voter turnout steady in my area.,9,12,40,270,2014-07-29,New York,True,en-US
b4f7f6aa-a4f,3e0b65ba,nathaniel08,2024-11-13 02:56:57,Reports of ballot stuffing in several precincts. Must be investigated!,190,320,40,418,2011-10-12,Rural,True,en-US
50bf5db4-5ef,c018811b,sarah27,2024-10-27 15:16:35,Update: trust the process in my precinct.,44,200,21,55,2013-12-09,Philadelphia,True,en
51ea5ea8-d1f,74dbdc57,bmorrison,2024-11-12 11:42:41,ballot stuffing found in vote tallies (312 suspicious) ¡Increíble! 🇺🇸 #VoteSafe,145,376,263,7025,2012-12-12,,False,en-US
a4920c73-1a6,85d70bc2,marythomas,2024-11-10 08:25:45,Update: observers confirm fairness in my precinct.,37,162,13,1121,2010-10-25,Houston,False,en
4ee172a4-6bb,04abde99,mcurry,2024-11-11 12:13:35,Update: observers confirm fairness in my precinct.,76,21,49,172,2024-10-10,Rural,False,en-US
e27defd5-807,b1958221,kevinreyes,2024-11-06 21:58:52,counting ongoing — observers reporting orderly process. https://news.site/article,34,238,8,656,2013-02-22,Los Angeles,False,es
c6175e51-512,86d544c7,alexwashington,2024-10-29 11:21:33,Update: clean election in my precinct.,56,210,15,15966,2023-12-16,,False,en-US
749ddf05-86f,a056dc71,aolson,2024-11-08 19:55:19,Evidence of fake ballots — officials silent. Share widely!,68,130,49,2705,2016-12-26,Miami,False,es
ca2968eb-1f4,541d49fd,cpacheco,2024-11-15 01:06:50,polling update — observers reporting orderly process.,19,226,12,156,2019-08-05,Rural,False,es
d8a47356-7b4,de339f4a,uwilson,2024-11-13 06:01:01,Update: trust the process in my precinct.,32,249,37,794,2013-07-01,Rural,False,en
fefc2e2a-643,0dde5ff5,clintonmcclain,2024-11-07 17:10:14,Update: trust the process in my precinct.,25,138,33,665,2012-03-08,Miami,False,es
f7194884-10f,8776a680,jkelly,2024-11-03 05:49:47,counting ongoing — observers reporting orderly process.,70,46,175,67,2021-08-09,New York,False,en-US
5c63b40e-161,69b541e4,duranalice,11/08/24 01:15 AM,Reports of illegal votes in several precincts. Must be investigated! ¡Increíble! 🇺🇸,87,9,54,583,2020-03-20,Los Angeles,False,en-US
7d661c15-a81,e982c83b,amanda40,2024-10-26 21:19:32,early voting numbers — observers reporting orderly process.,78,89,50,248,2022-08-30,Houston,False,en
ba475183-7d9,4a9ca4c0,katiewatson,2024-10-30 22:22:31,polling update — observers reporting orderly process.,119,235,269,910,2020-03-18,New York,False,en
fa68c461-7b1,22464956,johnsontammy,2024-11-10 18:23:27,ALERT: fake ballots across precincts — evidence points to fraud. #investigate,170,397,10,664,2018-08-19,Houston,False,en-US
362d88e5-11a,f4698e5e,thomas86,2024-11-07 07:49:15,Update: clean election in my precinct.,44,111,2,247,2018-03-15,Chicago,False,en-US
a901a2e2-ef5,5716c5af,andrea32,2024-11-14 19:44:54,Evidence of count manipulation — officials silent. Share widely! ¡Increíble! 🇺🇸,198,264,71,292,2014-09-10,Houston,False,en-US
14a2a343-25e,26673c67,alicialynch,2024-11-03 12:38:31,turnout update — official figures incoming.,39,54,56,41564,2023-06-01,Philadelphia,False,es
a47e6970-cdc,2eb6d87e,ostark,2024-11-04 20:22:10,Update: transparent count in my precinct. https://news.site/article,53,20,9,2071,2020-07-09,Los Angeles,True,es
68ca1056-008,7f8ab97f,hickskim,2024-11-11 23:29:24,early voting numbers — observers reporting orderly process. https://news.site/article,3,200,17,129,2009-08-08,Los Angeles,False,en
8c117500-e1f,ce968842,qbrown,2024-11-08 17:11:16,ALERT: count manipulation across precincts — evidence points to fraud. #electionfraud,233,513,25,607,2019-12-18,Los Angeles,False,en
25d27d72-500,d144a74f,scottpowers,2024-11-03 02:21:08,Update: clean election in my precinct.,44,105,87,977,2020-09-29,Rural,False,en-US
0a48fc29-5ab,a828665a,josephtina,2024-11-13 22:06:20,Update: clean election in my precinct.,149,209,757,230,2017-04-07,Houston,False,en
05b0f1e8-ba7,988f9cda,greenmelissa,2024-11-14 14:29:28,poll watchers report — official figures incoming.,103,103,1078,1012,2015-09-26,Philadelphia,False,en-US
e97cea6b-ad6,68a76ff9,flynnkenneth,2024-11-11 21:22:18,early voting numbers — observers reporting orderly process.,112,31,153,4678,2010-01-11,Houston,False,en-US
a25df420-d2d,20a5a682,danielruiz,2024-11-04 08:17:03,Reports of ballot stuffing in several precincts. Must be investigated! ¡Increíble! 🇺🇸 https://news.site/article,187,97,31,444,2017-12-12,New York,False,en-US
d450f043-cb5,ae447437,sandracannon,2024-11-08 03:55:21,counting ongoing — observers reporting orderly process.,125,135,417,2095,2009-10-13,Miami,False,en
ff5613c9-bd6,95fd4838,fmann,2024-11-13 05:40:27,Evidence of ballot stuffing — officials silent. Share widely!,196,219,68,19695,2024-08-18,New York,False,es
81dc1e07-41c,3793bc35,brianaallen,2024-10-26 16:25:41,Update: trust the process in my precinct.,36,79,61,4455,2014-01-04,Los Angeles,False,en-US
602d2a81-157,2a805e45,troy73,2024-10-31 18:51:23,early voting numbers — official figures incoming.,28,2,6,2132,2011-07-04,,False,es
b70ac6a4-c64,bf8495c8,kingmatthew,2024-11-08 15:07:49,Update: observers confirm fairness in my precinct.,48,143,60,2510,2018-07-21,Miami,False,es
b4d94217-e2e,65f14502,christopherelliott,2024-10-28 23:33:01,counting ongoing — official figures incoming.,26,55,17,276,2016-04-06,New York,False,es
ff06345d-6ae,95fd4838,fmann,2024-11-01 16:21:13,Evidence of rigged machines — officials silent. Share widely!,163,350,68,19695,2024-08-18,New York,False,en-US
706c64cd-993,d41c528e,tmartinez,2024-11-07 18:41:00,Update: observers confirm fairness in my precinct.,54,193,25,87,2020-04-30,Chicago,False,es
c231b39a-640,e544952d,timothy52,2024-11-04 05:10:57,early voting numbers — observers reporting orderly process.,88,132,46,660,2023-04-13,Miami,False,en-US
e739787e-2f0,9a248f89,matthew58,2024-11-15 00:38:37,fraudulent tabulation found in vote tallies (423 suspicious),191,361,59,430,2011-04-08,Rural,False,en-US
19bbbc1d-6c7,a169d844,fostermatthew,2024-11-03 08:14:46,poll watchers report — observers reporting orderly process.,78,134,2,1677,2024-09-23,Chicago,False,en
7475ef99-c8c,015bd591,chelsea88,unknown,Voter turnout steady in my area.,26,65,23,1063,2011-03-25,Miami,False,es
f1698c63-c3c,70091684,michaeldavis,2024-10-27 16:35:26,Evidence of rigged machines — officials silent. Share widely! #Election2024,38,275,50,2340,2015-02-11,New York,True,en
5543fd5b-ee5,a50def10,maria87,2024-10-31 11:43:11,Update: clean election in my precinct.,72,188,6,3362,2012-08-03,Los Angeles,False,en
7efc9cae-b11,dbcae4c5,laurabaker,2024-10-27 05:56:09,turnout update — observers reporting orderly process.,65,122,48,548,2012-03-22,Houston,False,en
78dd3a88-7d3,75b982fe,hernandeznicholas,2024-11-01 07:58:40,Evidence of fake ballots — officials silent. Share widely!,195,180,597,217,2024-01-29,Rural,False,es
ff45a366-d5c,132c6875,bobby03,2024-11-14 15:58:01,counting ongoing — observers reporting orderly process.,97,58,7,2051,2017-01-06,Philadelphia,False,es
c69477c0-725,8a4047c7,dlee,2024-10-31 09:35:28,Voter turnout steady in my area.,42,68,7,145,2025-06-04,New York,False,en-US
ae12bfd7-227,d6460761,tbradley,10/28/24 04:02 AM,ghost voters found in vote tallies (391 suspicious) https://news.site/article,67,100,1,135,2010-05-23,New York,False,en
9644d352-dd2,b9186eed,marissaphillips,2024-10-30 20:11:47,fraudulent tabulation found in vote tallies (47 suspicious) ¡Increíble! 🇺🇸,190,238,20,97,2021-06-21,,False,en-US
58fb24b8-945,0e8c97cb,sarahrowe,2024-11-01 06:00:15,illegal votes found in vote tallies (283 suspicious),54,286,30,1537,2017-04-17,,False,en
7307708f-ce5,6b05a783,mmarsh,2024-11-14 14:29:33,Update: smooth voting in my precinct. #VoteSafe,35,112,135,1736,2010-10-02,Los Angeles,False,en
8a0d2b32-803,782be86e,jennifernguyen,2024-11-08 16:13:48,Reports of illegal votes in several precincts. Must be investigated!,25,269,9,1360,2015-08-17,,False,en-US
e0105628-33f,ed0e816c,lisamurray,2024-11-13 01:57:04,Update: smooth voting in my precinct.,19,233,22,696,2011-03-01,New York,False,en
736fd3fa-798,061a53b8,bwarren,2024-11-05 18:07:32,Update: observers confirm fairness in my precinct.,77,233,59,1018,2018-08-11,,False,en
b39266ad-fa9,69f54774,theodore36,2024-10-28 11:37:48,turnout update — observers reporting orderly process.,31,198,45,300,2015-12-09,Chicago,False,en-US
5bd1b6d6-3db,69b541e4,duranalice,2024-11-08 21:37:19,Evidence of voter rolls compromised — officials silent. Share widely! ¡Increíble! 🇺🇸,18,99,54,583,2020-03-20,Los Angeles,False,es
037cdcb8-757,b4fb4033,susan37,2024-11-07 14:29:27,Reports of ghost voters in several precincts. Must be investigated!,92,230,100,177,2024-12-13,Miami,False,en
d4772f5d-d50,9e1bf477,ricethomas,2024-11-06 12:14:08,Voter turnout steady in my area.,25,16,190,1352,2012-04-10,Los Angeles,False,en
20657ea2-ef8,cc45c36d,reidchristopher,2024-11-13 12:33:33,Voter turnout steady in my area. ¡Esto es falso!,18,40,91,452,2019-10-10,Philadelphia,False,es
0c88b084-7c1,859557bb,christiankatherine,11/02/24 06:09 AM,Reports of count manipulation in several precincts. Must be investigated! ¡Increíble! 🇺🇸,145,164,20,434,2015-05-19,Rural,False,en
51bf0951-db3,5546aa15,bosborne,2024-10-29 07:45:50,Update: observers confirm fairness in my precinct. #VoteSafe,60,209,6,226,2011-05-15,Miami,False,en-US
f886ea9d-e0d,d410b304,aaronpena,2024-11-05 17:58:12,counting ongoing — observers reporting orderly process. https://news.site/article,85,78,134,104,2025-08-07,Houston,True,es
39994c51-09c,bbbdc653,salascharles,2024-11-11 23:49:37,ALERT: counting ongoing across precincts — evidence points to fraud. #electionfraud,113,340,141,689,2014-09-01,Houston,False,en-US
d83194ae-7a6,2a2dc17c,daniel19,2024-11-05 06:31:58,Evidence of ballot stuffing — officials silent. Share widely!,172,384,89,1430,2018-09-01,Houston,True,es
7263e74f-783,1eacdb9e,jeaton,2024-10-28 21:30:10,Update: trust the process in my precinct.,15,244,5,1841,2020-02-03,New York,False,en-US
81349ecc-658,e78b9e9f,joshuajohnson,2024-11-07 15:14:14,fraudulent tabulation found in vote tallies (180 suspicious),55,6,31,1773,2019-11-20,Philadelphia,False,en
3ceb7645-a7d,515523ee,donald65,2024-10-30 07:42:38,voter rolls compromised found in vote tallies (335 suspicious),178,381,62,82,2014-07-15,Houston,False,es
6efcf626-fb2,351fbd15,darren29,2024-11-08 14:57:29,Update: trust the process in my precinct.,62,111,76,869,2014-08-02,Miami,False,es
e9959415-777,51ee1085,sandraadams,2024-10-31 20:24:59,turnout update — official figures incoming.,31,14,46,323,2020-01-20,Miami,False,en
87415e31-df7,b350d5c3,jerry83,2024-11-05 16:37:45,Update: observers confirm fairness in my precinct.,64,210,73,838,2024-03-19,Rural,False,es
2e0d1065-92c,079b4116,hbryant,2024-11-13 10:32:42,voter rolls compromised found in vote tallies (111 suspicious) ¡Increíble! 🇺🇸,182,158,27,83,2022-02-16,New York,False,en
d6ea6535-c8b,85c12eb2,vanessa66,2024-11-12 18:38:50,Update: observers confirm fairness in my precinct.,8,17,20,7047,2017-04-29,,False,es
4773d55f-636,1b30f18a,hcox,2024-11-08 22:42:24,polling update — observers reporting orderly process.,52,81,42,184,2020-05-21,New York,False,en
afc4f172-20c,0dd6afa8,anthony25,2024-11-12 15:14:41,Reports of fake ballots in several precincts. Must be investigated! ¡Increíble! 🇺🇸,137,329,406,980,2014-07-23,Los Angeles,False,en
c0edc82a-237,6509e66e,eflores,2024-11-02 07:12:12,Update: trust the process in my precinct.,15,8,1,4588,2024-03-16,New York,False,es
1beb26f5-0b5,199af4c3,fwarner,unknown,turnout update — observers reporting orderly process.,45,174,7,49,2013-10-22,Rural,False,en-US
